time_s,time_us,time_steady,dna_temp,heater_is_on,seq,srcSystem,srcComponent,time_gregorian
315965128,805200,329395,16.556884765625,0,58,13,0,1980-01-06T03:05:28
315965129,805200,330395,16.51129150390625,0,71,13,0,1980-01-06T03:05:29
315965130,805200,331395,16.3741455078125,0,82,13,0,1980-01-06T03:05:30
315965131,805200,332395,16.190521240234375,0,93,13,0,1980-01-06T03:05:31
315965132,805200,333395,15.9132080078125,0,107,13,0,1980-01-06T03:05:32
315965133,805200,334395,15.866790771484375,0,118,13,0,1980-01-06T03:05:33
315965134,805200,335395,15.866790771484375,0,129,13,0,1980-01-06T03:05:34
315965135,805200,336395,15.586944580078125,0,142,13,0,1980-01-06T03:05:35
315965136,805200,337395,15.399139404296875,0,153,13,0,1980-01-06T03:05:36
315965137,805200,338395,15.020416259765625,0,165,13,0,1980-01-06T03:05:37
315965138,805200,339395,15.866790771484375,1,178,13,0,1980-01-06T03:05:38
315965139,805200,340395,16.328338623046875,1,189,13,0,1980-01-06T03:05:39
315965140,805200,341395,16.9195556640625,1,200,13,0,1980-01-06T03:05:40
315965141,805200,342395,17.766693115234375,1,213,13,0,1980-01-06T03:05:41
315965142,805200,343395,18.723968505859375,1,225,13,0,1980-01-06T03:05:42
315965143,805200,344395,19.615814208984375,1,236,13,0,1980-01-06T03:05:43
315965144,805200,345395,19.82513427734375,0,249,13,0,1980-01-06T03:05:44
315965145,805200,346395,20.44659423828125,0,4,13,0,1980-01-06T03:05:45
315965146,805200,347395,20.733306884765625,0,15,13,0,1980-01-06T03:05:46
315965147,805200,348395,20.896240234375,0,29,13,0,1980-01-06T03:05:47
315965148,805200,349395,20.896240234375,0,40,13,0,1980-01-06T03:05:48
315965149,805200,350395,20.814849853515625,0,51,13,0,1980-01-06T03:05:49
315965150,805200,351395,20.610687255859375,0,64,13,0,1980-01-06T03:05:50
315965151,805200,352395,20.569732666015625,0,75,13,0,1980-01-06T03:05:51
315965152,805200,353395,20.569732666015625,0,87,13,0,1980-01-06T03:05:52
315965153,805200,354395,20.364288330078125,0,100,13,0,1980-01-06T03:05:53
315965154,805200,355395,20.281829833984375,0,111,13,0,1980-01-06T03:05:54
315965155,805200,356395,20.07489013671875,0,122,13,0,1980-01-06T03:05:55
